,no,distribution,ratings_count,imdb_rating,title_year,movie_year,movie_title,imdb_id,douban_id,douban_rating,douban_ratings_count,douban_title,genre1,genre2,genre3
559,1795,1222,6186,7.8,Evangerion shin gekijôban: Ha (2009),2009,Evangerion shin gekijôban: Ha,tt0860906,2567646,9.2,27527,ヱヴァンゲリヲン新劇場版:破,Comedy,Family,Family
560,1796,1212,7181,7.6,Evangerion shin gekijôban: Jo (2007),2007,Evangerion shin gekijôban: Jo,tt0923811,1968790,9.0,24235,ヱヴァンゲリヲン新劇場版：序,Animation,Action,Action
561,1800,12100,78774,6.6,Event Horizon (1997),1997,Event Horizon,tt0119081,1298041,6.6,5575,Event Horizon,Animation,Action,Action
562,1803,13211,36222,7.1,Everybody's Fine (2009),2009,Everybody's Fine,tt0780511,3041749,8.6,45439,Everybody's Fine,Horror,Sci-Fi,Sci-Fi
563,1804,12101,23124,6.7,Everyone Says I Love You (1996),1996,Everyone Says I Love You,tt0116242,1297128,7.3,7502,Everyone Says I Love You,Adventure,Drama,Drama
564,1807,23200,22730,6.8,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask (1972),1972,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,tt0068555,1295460,8.1,7841,Everything You Always Wanted to Know About Sex * But Were Afraid to Ask,Comedy,Musical,Musical
565,1808,12101,67708,6.5,Evil Dead (2013),2013,Evil Dead,tt1288558,3212400,6.3,5584,Evil Dead,Comedy,,
566,1810,13200,5937,6.8,Evil Under the Sun (1982),1982,Evil Under the Sun,tt0083908,1300266,8.2,7667,Evil Under the Sun,Horror,,
567,1811,111101,23656,6.1,Evita (1996),1996,Evita,tt0116250,1295804,7.6,9118,Evita,Crime,Drama,Drama
568,1812,122100,78327,5.9,Evolution (2001),2001,Evolution,tt0251075,1297611,6.6,7318,Evolution,Biography,Drama,Drama
569,1814,13200,30999,6.8,Exam (2009),2009,Exam,tt1258197,3150816,6.8,40042,Exam,Comedy,Sci-Fi,Sci-Fi
570,1831,12211,56563,6.8,Extremely Loud & Incredibly Close (2011),2011,Extremely Loud & Incredibly Close,tt0477302,3078514,7.3,17384,Extremely Loud and Incredibly Close,Mystery,Thriller,Thriller
571,1835,12211,161982,7.2,Eyes Wide Shut (1999),1999,Eyes Wide Shut,tt0120663,1300275,7.4,32627,Eyes Wide Shut,Adventure,Drama,Drama
572,1841,1222,48673,8.0,Fa yeung nin wa (2000),2000,Fa yeung nin wa,tt0118694,1291557,8.2,130828,花樣年華,Drama,Mystery,Mystery
573,1842,12211,202377,7.3,Face/Off (1997),1997,Face/Off,tt0119094,1292659,8.3,138831,Face/Off,Drama,Romance,Romance
574,1843,121000,10852,5.5,Faces in the Crowd (2011),2011,Faces in the Crowd,tt1536410,4120583,6.1,7416,Faces in the Crowd,Action,Crime,Crime
575,1845,122101,14335,6.2,Factory Girl (2006),2006,Factory Girl,tt0432402,1898357,7.6,6734,Factory Girl,Crime,Drama,Drama
576,1848,1212,94089,7.5,Fahrenheit 9/11 (2004),2004,Fahrenheit 9/11,tt0361596,1308774,7.8,14220,Fahrenheit 9/11,Biography,Drama,Drama
577,1859,1001111000,10970,4.7,Fame (2009),2009,Fame,tt1016075,3012032,7.5,12930,Fame,Documentary,,
578,1868,1212,51513,7.8,Fantasia (1940),1940,Fantasia,tt0032455,1310179,8.7,6768,Fantasia,Comedy,Drama,Drama
579,1869,12211,19190,7.1,Fantasia/2000 (1999),1999,Fantasia/2000,tt0120910,1301777,8.7,5036,Fantasia/2000,Animation,Family,Family
580,1870,121000,179620,5.7,Fantastic Four (2005/I),2005,Fantastic Four (2005/I),tt0120667,1309103,6.2,55102,Fantastic Four,Animation,Family,Family
581,1871,1311,86178,7.7,Fantastic Mr. Fox (2009),2009,Fantastic Mr. Fox,tt0432283,1759386,8.3,68599,Fantastic Mr. Fox,Action,Adventure,Adventure
582,1876,1221,274374,8.2,Fargo (1996),1996,Fargo,tt0116282,1292067,7.8,19361,Fargo,Animation,Adventure,Adventure
583,1879,22101,117633,6.5,Fast & Furious (2009),2009,Fast & Furious,tt1013752,2132930,7.2,42072,Fast & Furious,Crime,Drama,Drama
584,1880,12211,185116,7.2,Fast Five (2011),2011,Fast Five,tt1596343,4286017,8.3,139419,Fast Five,Action,Crime,Crime
585,1884,122100,59732,6.4,Faster (2010),2010,Faster,tt1433108,3725320,6.0,8512,Faster,Action,Crime,Crime
586,1902,12201,9268,7.0,Fei ying gai wak (1991),1991,Fei ying gai wak,tt0099558,1302753,7.3,20056,飛鷹計劃,Action,Crime,Crime
587,1905,2311,53064,7.5,Felon (2008),2008,Felon,tt1117385,3072779,7.6,7404,Felon,Action,Adventure,Adventure
588,1908,1211,167596,7.8,Ferris Bueller's Day Off (1986),1986,Ferris Bueller's Day Off,tt0091042,1295437,7.8,6882,Ferris Bueller's Day Off,Crime,Drama,Drama
589,1918,124,791233,8.9,Fight Club (1999),1999,Fight Club,tt0137523,1292000,9.1,244613,Fight Club,Comedy,Drama,Drama
590,1922,13100,124704,6.7,Final Destination (2000),2000,Final Destination,tt0195714,1300300,7.6,102273,Final Destination,Drama,,
591,1923,122100,85363,6.2,Final Destination 2 (2003),2003,Final Destination 2,tt0309593,1307956,7.1,69073,Final Destination 2,Horror,Mystery,Mystery
592,1924,121000,71687,5.7,Final Destination 3 (2006),2006,Final Destination 3,tt0414982,1436870,6.7,66196,Final Destination 3,Horror,Mystery,Mystery
593,1925,121000,57744,5.8,Final Destination 5 (2011),2011,Final Destination 5,tt1622979,4724373,6.3,46441,Final Destination 5,Horror,Mystery,Mystery
594,1926,1112,39897,7.2,Final Fantasy VII: Advent Children (2005),2005,Final Fantasy VII: Advent Children,tt0385700,1422063,8.1,29084,ファイナルファンタジーVII アドベントチルドレン,Horror,Mystery,Mystery
595,1927,122100,58638,6.3,Final Fantasy: The Spirits Within (2001),2001,Final Fantasy: The Spirits Within,tt0173840,1304602,6.5,6790,Final Fantasy: The Spirits Within,Animation,Action,Action
596,1928,13201,20905,7.0,Find Me Guilty (2006),2006,Find Me Guilty,tt0419749,1750027,7.8,5084,Find Me Guilty,Animation,Action,Action
597,1930,1322,395165,8.1,Finding Nemo (2003),2003,Finding Nemo,tt0266543,1291586,8.0,134959,Finding Nemo,Biography,Comedy,Comedy
598,1931,1212,139239,7.7,Finding Neverland (2004),2004,Finding Neverland,tt0308644,1308831,7.7,33083,Finding Neverland,Animation,Adventure,Adventure
599,1940,232000,41406,5.7,Firewall (2006),2006,Firewall,tt0408345,1474762,5.8,5008,Firewall,Biography,Drama,Drama
600,1941,2311,121401,7.6,First Blood (1982),1982,First Blood,tt0083944,1294323,8.0,27480,First Blood,Crime,Thriller,Thriller
601,1942,1211000,12521,4.7,First Daughter (2004),2004,First Daughter,tt0360139,1308637,6.3,6124,Chasing Liberty,Action,Adventure,Adventure
602,1947,12210,31705,7.3,Fish Tank (2009),2009,Fish Tank,tt1232776,3073875,7.4,16187,Fish Tank,Comedy,Romance,Romance
603,1953,13200,76883,7.1,Flags of Our Fathers (2006),2006,Flags of Our Fathers,tt0418689,1478066,7.3,15737,Flags of Our Fathers,Drama,,
604,1961,23100,14277,6.7,Flawless (2007),2007,Flawless,tt0780516,2132290,7.2,7524,Flawless,Drama,History,History
605,1968,122100,5530,6.3,Flight 93 (2006) (TV),2006,Flight 93,tt0475276,1588945,7.6,12454,United 93,Crime,Drama,Drama
606,1972,122100,93617,6.1,Flightplan (2005),2005,Flightplan,tt0408790,1419934,6.8,13962,Flightplan,Crime,Drama,Drama
607,1973,2311,32783,7.6,Flipped (2010),2010,Flipped,tt0817177,3319755,8.8,274900,Flipped,Drama,Mystery,Mystery
608,1978,23100,57263,6.7,Flushed Away (2006),2006,Flushed Away,tt0424095,1498825,6.9,5992,Flushed Away,Comedy,Drama,Drama
609,1979,12101,14894,6.7,Fly Away Home (1996),1996,Fly Away Home,tt0116329,1292642,8.7,5569,Fly Away Home,Animation,Adventure,Adventure
610,1980,22100,26944,6.5,Flyboys (2006),2006,Flyboys,tt0454824,1849026,7.2,5543,Flyboys,Adventure,Drama,Drama
611,1981,122100,19646,6.3,Flypaper (2011),2011,Flypaper,tt1541160,4132407,7.5,15058,Flypaper,Action,Adventure,Adventure
612,1983,2311,42777,7.5,Following (1998),1998,Following,tt0154506,1397546,9.0,29880,Following,Comedy,Crime,Crime
613,1984,12211,5515,7.2,Fong juk (2006),2006,Fong juk,tt0796212,1790577,7.6,30405,放逐,Crime,Drama,Drama
614,1985,1311,27587,7.8,"Food, Inc. (2008)",2008,"Food, Inc.",tt1286537,3564499,8.5,21663,"Food, Inc.",Action,Crime,Crime
615,1997,1222,11525,8.0,For the Birds (2000),2000,For the Birds,tt0248808,1470600,8.7,47114,For the Birds,Documentary,,
616,2002,122101,10001,6.1,Forces spéciales (2011),2011,Forces spéciales,tt1656192,5151890,6.2,5461,Forces spéciales,Animation,Short,Short
617,2007,12211,159215,7.2,Forgetting Sarah Marshall (2008),2008,Forgetting Sarah Marshall,tt0800039,2149465,6.4,5786,Forgetting Sarah Marshall,Action,Drama,Drama
618,2008,123,689876,8.7,Forrest Gump (1994),1994,Forrest Gump,tt0109830,1292720,9.3,421890,Forrest Gump,Comedy,Drama,Drama
619,2012,13101,76676,6.8,Four Brothers (2005),2005,Four Brothers,tt0430105,1419976,6.9,6586,Four Brothers,Drama,Romance,Romance
620,2014,12211,38033,7.2,Four Lions (2010),2010,Four Lions,tt1341167,3389591,7.6,6077,Four Lions,Action,Crime,Crime
621,2016,12210,78727,7.0,Four Weddings and a Funeral (1994),1994,Four Weddings and a Funeral,tt0109831,1294950,7.4,52758,Four Weddings and a Funeral,Comedy,Crime,Crime
622,2018,13210,99321,7.1,Fracture (2007),2007,Fracture,tt0488120,1939173,7.2,20195,Fracture,Comedy,Drama,Drama
623,2023,13200,45498,7.0,Frankenweenie (2012),2012,Frankenweenie,tt1142977,2336783,7.3,23616,Frankenweenie,Crime,Drama,Drama
624,2030,122100,66042,6.1,Freaky Friday (2003),2003,Freaky Friday,tt0322330,1307955,7.2,38976,Freaky Friday,Animation,Comedy,Comedy
625,2038,2211,37414,7.4,Freedom Writers (2007),2007,Freedom Writers,tt0463998,1945253,8.4,8282,Freedom Writers,Comedy,Family,Family
626,2044,122100,28959,6.3,French Kiss (1995),1995,French Kiss,tt0113117,1292629,7.3,5901,French Kiss,Biography,Crime,Crime
627,2046,12211,61205,7.2,Frequency (2000),2000,Frequency,tt0186151,1294183,8.0,31002,Frequency,Comedy,Drama,Drama
628,2047,12210,18283,7.1,Frequently Asked Questions About Time Travel (2009),2009,Frequently Asked Questions About Time Travel,tt0910554,2046839,7.8,30570,Frequently Asked Questions About Time Travel,Crime,Drama,Drama
629,2049,12211,44435,7.2,Frida (2002),2002,Frida,tt0120679,1291852,8.5,16312,Frida,Comedy,Sci-Fi,Sci-Fi
630,2062,22100,157257,6.6,Friends with Benefits (2011),2011,Friends with Benefits,tt1632708,4826330,6.4,61326,Friends with Benefits,Biography,Drama,Drama
631,2071,12211,147567,7.2,From Dusk Till Dawn (1996),1996,From Dusk Till Dawn,tt0116367,1301409,7.5,19859,From Dusk Till Dawn,Comedy,Romance,Romance
632,2074,13200,93043,6.8,From Hell (2001),2001,From Hell,tt0120681,1305248,7.2,19351,From Hell,Action,Crime,Crime
633,2077,122100,73655,6.4,From Paris with Love (2010),2010,From Paris with Love,tt1179034,3231686,6.3,8882,From Paris with Love,Crime,Horror,Horror
634,2078,1111001,8221,5.1,From Prada to Nada (2011),2011,From Prada to Nada,tt0893412,2146939,5.9,8276,From Prada to Nada,Action,Crime,Crime
635,2081,2310,69523,7.7,Frost/Nixon (2008),2008,Frost/Nixon,tt0870111,2062678,8.0,9759,Frost/Nixon,Comedy,Drama,Drama
636,2088,1222,295307,8.4,Full Metal Jacket (1987),1987,Full Metal Jacket,tt0093058,1300055,8.5,36420,Full Metal Jacket,Drama,History,History
637,2090,122100,81976,6.0,Fun with Dick and Jane (2005),2005,Fun with Dick and Jane,tt0369441,1422909,6.7,18810,Fun with Dick and Jane,Drama,War,War
638,2094,12100,49967,6.4,Funny Games U.S. (2007),2007,Funny Games U.S.,tt0808279,1892527,6.7,7969,Funny Games,Comedy,Crime,Crime
639,2098,11212,141365,7.2,Furious 6 (2013),2013,Furious 6,tt1905041,6537500,7.6,96832,Furious 6,Crime,Drama,Drama
640,2105,1221000,24093,5.1,G-Force (2009),2009,G-Force,tt0436339,2256034,6.7,40008,G-Force,Action,Crime,Crime
641,2107,121001,82500,5.8,G.I. Joe: Retaliation (2013),2013,G.I. Joe: Retaliation,tt1583421,4301181,6.4,45426,G.I. Joe: Retaliation,Action,Adventure,Adventure
642,2108,121100,127654,5.7,G.I. Joe: The Rise of Cobra (2009),2009,G.I. Joe: The Rise of Cobra,tt1046173,2223596,7.1,90634,G.I. Joe: The Rise of Cobra,Action,Adventure,Adventure
643,2112,2311,50824,7.7,Gake no ue no Ponyo (2008),2008,Gake no ue no Ponyo,tt0876563,1959877,8.0,116947,崖の上のポニョ,Action,Adventure,Adventure
644,2118,122100,81840,5.7,Gamer (2009),2009,Gamer,tt1034032,2301706,6.1,14258,Gamer,Animation,Adventure,Adventure
645,2120,1222,106690,8.1,Gandhi (1982),1982,Gandhi,tt0083987,1292238,8.5,13450,Gandhi,Action,Sci-Fi,Sci-Fi
646,2121,12211,213448,7.5,Gangs of New York (2002),2002,Gangs of New York,tt0217505,1301061,7.2,24982,Gangs of New York,Biography,Drama,Drama
647,2124,13200,103894,6.7,Gangster Squad (2013),2013,Gangster Squad,tt1321870,3282396,6.5,8570,Gangster Squad,Crime,Drama,Drama
648,2126,1211000,39738,4.8,Garfield (2004),2004,Garfield,tt0356634,1308776,7.4,78663,Garfield,Action,Crime,Crime
649,2127,1211000,17512,4.8,Garfield: A Tail of Two Kitties (2006),2006,Garfield: A Tail of Two Kitties,tt0455499,1760104,7.1,46798,Garfield: A Tail of Two Kitties,Comedy,Family,Family
650,2130,1311,147012,7.8,Gattaca (1997),1997,Gattaca,tt0119177,1300117,8.5,31984,Gattaca,Comedy,Family,Family
651,2131,122100,14199,6.5,Gedo senki (2006),2006,Gedo senki,tt0495596,1482505,5.9,8771,ゲド戦記,Drama,Romance,Romance
652,2138,1311,8440,7.8,Geri's Game (1997),1997,Geri's Game,tt0131409,1299243,8.4,34473,Geri's Game,Animation,Adventure,Adventure
653,2143,122100,112922,6.4,Get Him to the Greek (2010),2010,Get Him to the Greek,tt1226229,3072185,6.6,10469,Get Him to the Greek,Animation,Short,Short
654,2149,22100,126328,6.5,Get Smart (2008),2008,Get Smart,tt0425061,1972701,6.7,25612,Get Smart,Comedy,Music,Music
655,2150,13200,56737,7.0,Get the Gringo (2012),2012,Get the Gringo,tt1567609,4206468,7.1,5717,Get the Gringo,Action,Comedy,Comedy
656,2152,1112,14702,7.1,Ghajini (2008),2008,Ghajini,tt1166100,3397503,7.8,29483,Ghajini,Action,Crime,Crime
657,2153,12201,110237,6.9,Ghost (1990),1990,Ghost,tt0099653,1293203,8.1,102745,Ghost,Action,Drama,Drama
658,2156,1111000,127502,5.2,Ghost Rider (2007),2007,Ghost Rider,tt0259324,1482077,6.1,45376,Ghost Rider,Drama,Fantasy,Fantasy
659,2157,1011110000,57640,4.3,Ghost Rider: Spirit of Vengeance (2011),2011,Ghost Rider: Spirit of Vengeance,tt1071875,3077408,5.0,25141,Ghost Rider: Spirit of Vengeance,Action,Fantasy,Fantasy
660,2158,1221000,56367,5.3,Ghost Ship (2002),2002,Ghost Ship,tt0288477,1296535,6.5,15973,Ghost Ship,Action,Fantasy,Fantasy
661,2162,121000,45299,5.7,Ghosts of Girlfriends Past (2009),2009,Ghosts of Girlfriends Past,tt0821640,3006775,5.9,7361,Ghosts of Girlfriends Past,Horror,Mystery,Mystery
662,2165,12111,22071,6.8,Gia (1998) (TV),1998,Gia,tt0123865,1304613,7.8,8177,Gia,Comedy,Fantasy,Fantasy
663,2172,12100,20284,6.7,Gin gwai (2002),2002,Gin gwai,tt0325655,1296026,7.0,16964,见鬼,Biography,Drama,Drama
664,2173,122100,10362,6.4,Ging chaat goo si 4: Ji gaan daan yam mo (1996),1996,Ging chaat goo si 4: Ji gaan daan yam mo,tt0116704,1296947,7.1,10867,警察故事4：简单任务,Drama,Horror,Horror
665,2174,13201,7748,7.0,Ging chaat goo si juk jaap (1988),1988,Ging chaat goo si juk jaap,tt0095403,1304726,7.1,13980,警察故事續集,Action,Adventure,Adventure
666,2175,2211,12968,7.4,Ging chat goo si (1985),1985,Ging chat goo si,tt0089374,1400868,7.5,26377,警察故事,Action,Thriller,Thriller
667,2176,13100,10418,6.8,Ging chat goo si 3: Chiu kup ging chat (1992),1992,Ging chat goo si 3: Chiu kup ging chat,tt0104558,1296203,7.2,13218,警察故事3：超級警察,Action,Comedy,Comedy
668,2180,13200,44463,6.9,Girl with a Pearl Earring (2003),2003,Girl with a Pearl Earring,tt0335119,1291836,7.6,47817,Girl with a Pearl Earring,Action,Comedy,Comedy
669,2181,12211,87276,7.2,"Girl, Interrupted (1999)",1999,"Girl, Interrupted",tt0172493,1296185,8.3,13751,"Girl, Interrupted",Biography,Drama,Drama
670,2187,1222,579737,8.5,Gladiator (2000),2000,Gladiator,tt0172495,1293530,8.2,84431,Gladiator,Biography,Drama,Drama
671,2192,13211,24061,7.0,Glory Road (2006),2006,Glory Road,tt0385726,1457219,8.3,14212,Glory Road,Action,Adventure,Adventure
672,2193,121100,30383,5.9,Gnomeo & Juliet (2011),2011,Gnomeo & Juliet,tt0377981,3007780,6.7,8534,Gnomeo and Juliet,Comedy,Drama,Drama
673,2195,121000,17188,5.8,Goal II: Living the Dream (2007),2007,Goal II: Living the Dream,tt0473360,1951105,6.0,7385,Goal II: Living the Dream,Animation,Comedy,Comedy
674,2196,12101,36559,6.7,Goal! (2005),2005,Goal!,tt0380389,1437204,7.2,20192,Goal!,Drama,Sport,Sport
675,2198,12211,43826,7.2,God Bless America (2011),2011,God Bless America,tt1912398,6768838,7.6,18087,God Bless America,Drama,Romance,Romance
676,2202,1111000,107903,5.2,Godzilla (1998/I),1998,Godzilla (1998/I),tt0120685,1295292,6.8,30946,Godzilla,Comedy,Crime,Crime
677,2203,12210,5082,6.8,Gohatto (1999),1999,Gohatto,tt0213682,1294588,7.1,13539,御法度,Action,Sci-Fi,Sci-Fi
678,2206,122100,38053,6.3,Going the Distance (2010),2010,Going the Distance,tt1322312,3284396,6.7,18885,Going the Distance,Drama,History,History
679,2209,13210,143469,7.2,GoldenEye (1995),1995,GoldenEye,tt0113189,1292677,7.4,19591,GoldenEye,Comedy,Romance,Romance
680,2210,2311,98196,7.8,Goldfinger (1964),1964,Goldfinger,tt0058150,1293828,7.0,5933,Goldfinger,Action,Crime,Crime
681,2211,12210,29011,7.0,Gomorra (2008),2008,Gomorra,tt0929425,3040438,7.4,5529,Gomorra,Action,Adventure,Adventure
682,2213,2311,132759,7.7,Gone Baby Gone (2007),2007,Gone Baby Gone,tt0452623,1905777,7.7,9207,Gone Baby Gone,Crime,Drama,Drama
683,2215,122100,156858,6.3,Gone in Sixty Seconds (2000),2000,Gone in Sixty Seconds,tt0187078,1298189,7.2,26971,Gone in 60 Seconds,Crime,Drama,Drama
684,2216,1213,143219,8.2,Gone with the Wind (1939),1939,Gone with the Wind,tt0031381,1300267,9.2,166811,Gone with the Wind,Action,Crime,Crime
685,2217,1321,13742,7.8,Gongdong gyeongbi guyeok JSA (2000),2000,Gongdong gyeongbi guyeok JSA,tt0260991,1306664,8.4,12446,공동 경비구역JSA,Drama,Romance,Romance
686,2219,2311,79908,7.7,Good Bye Lenin! (2003),2003,Good Bye Lenin!,tt0301357,1292055,8.7,40260,Good Bye Lenin!,Drama,Thriller,Thriller
687,2221,121000,59047,5.5,Good Luck Chuck (2007),2007,Good Luck Chuck,tt0452625,1824414,6.1,16139,Good Luck Chuck,Comedy,Drama,Drama
688,2223,2311,68505,7.5,"Good Night, and Good Luck. (2005)",2005,"Good Night, and Good Luck.",tt0433383,1431617,7.7,5380,"Good Night, and Good Luck.",Comedy,Drama,Drama
689,2224,1322,353842,8.2,Good Will Hunting (1997),1997,Good Will Hunting,tt0119217,1292656,8.6,146004,Good Will Hunting,Drama,History,History
690,2227,233,451015,8.8,Goodfellas (1990),1990,Goodfellas,tt0099685,1292268,8.3,30970,Goodfellas,Drama,,
691,2231,12211,51988,7.3,Gosford Park (2001),2001,Gosford Park,tt0280707,1306860,7.7,8979,Gosford Park,Biography,Crime,Crime
692,2238,1221,355689,8.2,Gran Torino (2008),2008,Gran Torino,tt1205489,3026357,8.6,31845,Gran Torino,Drama,Mystery,Mystery
693,2258,121000,151437,5.8,Green Lantern (2011),2011,Green Lantern,tt1133985,2364054,5.7,35053,Green Lantern,Drama,,
694,2261,13200,81747,6.9,Green Zone (2010),2010,Green Zone,tt0947810,2131649,7.1,15151,Green Zone,Action,Adventure,Adventure
695,2271,1212,123525,7.7,Grindhouse (2007),2007,Grindhouse,tt0462322,1482090,7.8,12309,Grindhouse,Action,Drama,Drama
696,2274,1321,272291,8.1,Groundhog Day (1993),1993,Groundhog Day,tt0107048,1300613,8.4,24650,Groundhog Day,Action,Horror,Horror
697,2275,121100,114389,5.8,Grown Ups (2010),2010,Grown Ups,tt1375670,3563200,7.1,13576,Grown Ups,Comedy,Drama,Drama
698,2283,1221000,37899,4.8,Gulliver's Travels (2010),2010,Gulliver's Travels,tt1320261,3279093,5.8,12276,Gulliver's Travels,Comedy,,
699,2291,12211,48801,7.0,Gwoemul (2006),2006,Gwoemul,tt0468492,1763134,7.0,43990,괴물,Adventure,Comedy,Comedy
700,2297,111101,10234,6.0,Habitación en Roma (2010),2010,Habitación en Roma,tt1263750,3431336,7.0,11334,Habitación en Roma,Action,Horror,Horror
701,2298,1321,66555,7.9,Hable con ella (2002),2002,Hable con ella,tt0287467,1292211,8.6,39684,Hable con ella,Drama,Romance,Romance
702,2299,1223,58669,8.1,Hachi: A Dog's Tale (2009),2009,Hachi: A Dog's Tale,tt1028532,3011091,9.1,222675,Hachi: A Dog's Tale,Comedy,Drama,Drama
703,2303,11112,70649,6.8,Hairspray (2007),2007,Hairspray,tt0427327,1946867,7.2,12374,Hairspray,Drama,Family,Family
704,2304,122100,7119,5.9,Hak hap (1996),1996,Hak hap,tt0115693,1295746,6.5,12864,黑侠,Comedy,Musical,Musical
705,2305,13200,5630,7.0,Hak se wui (2005),2005,Hak se wui,tt0434008,1309220,7.6,34501,黑社會,Action,Adventure,Adventure
706,2311,122100,79017,5.9,Hall Pass (2011),2011,Hall Pass,tt0480687,3401751,5.7,6088,Hall Pass,Crime,Drama,Drama
707,2312,13210,9035,7.0,Hallam Foe (2007),2007,Hallam Foe,tt0466816,1962968,7.9,5183,Hallam Foe,Comedy,Romance,Romance
708,2331,1222,16648,7.8,Hana-bi (1997),1997,Hana-bi,tt0119250,1302642,8.5,22093,HANA-BI,Drama,Mystery,Mystery
709,2332,122100,209933,6.4,Hancock (2008),2008,Hancock,tt0448157,1949312,6.6,99830,Hancock,Crime,Drama,Drama
710,2335,12200,119650,6.9,Hanna (2011),2011,Hanna,tt0993842,3156117,5.9,14715,Hanna,Action,Fantasy,Fantasy
711,2337,3000000001,24133,3.8,Hannah Montana: The Movie (2009),2009,Hannah Montana: The Movie,tt1114677,3008712,6.8,19975,Hannah Montana: The Movie,Action,Adventure,Adventure
712,2339,22100,151810,6.6,Hannibal (2001),2001,Hannibal,tt0212985,1301746,7.9,54133,Hannibal,Comedy,Drama,Drama
713,2340,122100,62447,6.1,Hannibal Rising (2007),2007,Hannibal Rising,tt0367959,1482055,6.8,31274,Hannibal Rising,Crime,Drama,Drama
714,2341,122100,86281,6.1,Hansel & Gretel: Witch Hunters (2013),2013,Hansel & Gretel: Witch Hunters,tt1428538,3718323,6.0,11047,Hansel and Gretel: Witch Hunters,Crime,Drama,Drama
715,2346,12100,88770,6.5,Happy Feet (2006),2006,Happy Feet,tt0366548,1760027,7.2,42898,Happy Feet,Action,Fantasy,Fantasy
